project_id,snapshot_id,state,district,project_type,project_cost,project_length_km,land_required_hectares,land_acquired_pct,land_pending_pct,private_land_pct,government_land_pct,forest_land_pct,affected_families,affected_landowners,vulnerable_households,compensation_awarded_amount,compensation_paid_amount,compensation_pending_amount,compensation_pending_pct,compensation_dispute_count,average_compensation_delay_days,legal_case_count,court_case_count,arbitration_case_count,ownership_dispute_count,notification_delay_days,approval_delay_days,survey_delay_days,document_completion_pct,interdepartmental_pending_count,rr_required,rr_completion_pct,families_relocated_pct,rr_grievances,possession_pct,row_available_pct,encumbrance_free_pct,public_objection_count,unresolved_grievances,stakeholder_response_rate,district_avg_resolution_days,agency_avg_delay_days,previous_project_delay_rate,days_since_notification,days_since_last_update,days_in_current_stage,acquisition_stage,actual_completion_delay_days,delayed_gt_90_days,delay_severity,most_likely_delay_stage,prediction_date,source_type,source_reference
P0362,P0362_S2,Rajasthan,Rajasthan_Dist_11,Metro,148.45,20.85,36.17,28.4,71.6,92.82,7.18,0.0,666,671,298,40.82,8.99,31.83,77.98,1,57.4,1,0,1,23,8,45,63,26.8,3,1,9.55,3.74,24,20.5,16.95,16.05,14,5,74.33,194.5,73.6,0.36,60,18,54,Compensation Disbursement,199,1,critical,R&R Execution,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0362,P0362_S3,Rajasthan,Rajasthan_Dist_11,Metro,148.45,20.85,36.17,39.7,60.3,92.82,7.18,0.0,666,671,298,24.88,9.03,15.85,63.71,1,62.9,3,1,2,33,6,14,17,49.6,1,1,30.15,22.66,29,36.01,30.82,29.62,21,5,72.19,174.8,101.1,0.35,90,21,49,Compensation Disbursement,214,1,critical,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0362,P0362_S4,Rajasthan,Rajasthan_Dist_11,Metro,148.45,20.85,36.17,59.29,40.71,92.82,7.18,0.0,666,671,298,24.81,13.35,11.46,46.19,0,91.3,0,0,0,44,32,26,7,60.28,2,1,46.02,39.69,8,47.82,37.94,34.5,17,9,73.0,194.8,97.6,0.17,120,24,40,Compensation Disbursement,117,1,severe,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0362,P0362_S5,Rajasthan,Rajasthan_Dist_11,Metro,148.45,20.85,36.17,72.61,27.39,92.82,7.18,0.0,666,671,298,37.31,23.32,13.99,37.5,0,87.8,0,0,0,49,22,38,17,77.58,2,1,53.07,47.32,14,61.34,52.54,50.17,15,4,78.35,231.4,113.6,0.35,150,22,49,Award Declaration,90,0,moderate,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0363,P0363_S1,Gujarat,Gujarat_Dist_13,Water/Irrigation,267.36,9.1,40.75,32.61,67.39,70.56,29.44,0.0,945,1041,293,64.48,14.73,49.75,77.16,3,30.4,0,0,0,13,41,3,7,49.77,1,1,22.34,22.29,31,21.91,19.15,13.65,12,5,95.0,185.1,116.7,0.22,30,5,81,RR Execution,46,0,moderate,Statutory Approvals,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P0363,P0363_S2,Gujarat,Gujarat_Dist_13,Water/Irrigation,267.36,9.1,40.75,50.62,49.38,70.56,29.44,0.0,945,1041,293,84.48,36.55,47.93,56.74,0,42.1,1,0,1,12,29,26,7,35.39,3,1,43.0,39.61,43,38.82,29.91,23.17,14,3,93.11,245.7,85.6,0.15,60,13,90,Compensation Disbursement,81,0,moderate,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0363,P0363_S3,Gujarat,Gujarat_Dist_13,Water/Irrigation,267.36,9.1,40.75,60.28,39.72,70.56,29.44,0.0,945,1041,293,78.73,34.06,44.67,56.74,2,27.8,0,0,0,15,3,80,117,52.17,2,1,46.03,44.86,33,46.62,41.9,35.78,17,4,95.0,123.6,64.4,0.4,90,5,39,Possession Handover,-28,0,on_time,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0363,P0363_S4,Gujarat,Gujarat_Dist_13,Water/Irrigation,267.36,9.1,40.75,84.38,15.62,70.56,29.44,0.0,945,1041,293,42.78,34.09,8.69,20.31,0,48.4,0,0,0,5,26,13,8,89.42,1,1,69.88,62.9,41,73.65,67.12,61.87,16,5,91.26,245.0,68.5,0.27,120,28,106,RR Execution,-30,0,on_time,Utility Shifting,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0363,P0363_S5,Gujarat,Gujarat_Dist_13,Water/Irrigation,267.36,9.1,40.75,84.0,16.0,70.56,29.44,0.0,945,1041,293,90.52,70.2,20.32,22.45,0,2.4,2,0,2,12,0,45,12,100.0,1,1,66.61,61.61,20,73.12,69.76,66.87,12,3,90.45,135.4,103.3,0.37,150,20,74,Compensation Disbursement,-30,0,on_time,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0364,P0364_S1,Telangana,Telangana_Dist_02,Highway,77.91,42.26,107.78,5.0,95.0,63.44,36.56,0.0,2496,2231,564,17.56,0.67,16.89,96.18,3,39.9,5,2,3,118,15,44,41,10.0,2,1,0.0,0.0,32,0.0,0.0,0.0,17,9,67.79,154.9,124.1,0.2,30,29,37,Award Declaration,331,1,critical,Legal Litigation,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P0364,P0364_S2,Telangana,Telangana_Dist_02,Highway,77.91,42.26,107.78,16.91,83.09,63.44,36.56,0.0,2496,2231,564,17.13,2.89,14.24,83.13,3,54.6,3,1,2,166,13,19,7,18.01,4,1,10.92,0.96,72,2.19,0.0,0.0,25,11,65.52,208.1,71.4,0.17,60,19,47,RR Execution,378,1,critical,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0364,P0364_S3,Telangana,Telangana_Dist_02,Highway,77.91,42.26,107.78,31.22,68.78,63.44,36.56,0.0,2496,2231,564,22.26,5.71,16.55,74.35,5,21.2,3,1,2,224,18,87,9,48.36,4,1,15.39,7.72,118,19.52,19.02,12.39,25,17,70.91,191.9,103.2,0.39,90,11,109,Joint Measurement,262,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0364,P0364_S4,Telangana,Telangana_Dist_02,Highway,77.91,42.26,107.78,45.73,54.27,63.44,36.56,0.0,2496,2231,564,23.11,8.78,14.33,62.01,0,150.4,4,2,2,168,74,84,4,37.44,0,1,29.82,21.55,29,31.44,30.71,26.16,22,11,59.98,183.5,65.1,0.48,120,17,22,Pre-Notification,257,1,critical,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0364,P0364_S5,Telangana,Telangana_Dist_02,Highway,77.91,42.26,107.78,66.27,33.73,63.44,36.56,0.0,2496,2231,564,23.45,11.03,12.42,52.96,2,24.7,3,2,1,347,25,27,1,78.44,3,1,55.84,46.06,74,64.15,57.16,52.49,20,4,63.42,198.5,90.2,0.15,150,6,102,RR Execution,242,1,critical,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0365,P0365_S1,Telangana,Telangana_Dist_12,Highway,542.32,35.57,50.57,8.75,91.25,93.64,6.36,0.0,1745,1384,368,104.18,6.68,97.5,93.59,2,13.7,1,0,1,70,8,88,53,10.0,4,1,0.0,0.0,36,0.0,0.0,0.0,18,12,81.6,151.0,99.6,0.37,30,20,114,Compensation Disbursement,273,1,critical,Utility Shifting,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P0365,P0365_S2,Telangana,Telangana_Dist_12,Highway,542.32,35.57,50.57,26.19,73.81,93.64,6.36,0.0,1745,1384,368,167.77,34.46,133.31,79.46,1,61.4,3,1,2,61,159,6,20,19.17,4,1,19.39,10.69,82,19.57,10.01,7.27,20,13,72.54,145.9,53.5,0.38,60,8,44,RR Execution,248,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0365,P0365_S3,Telangana,Telangana_Dist_12,Highway,542.32,35.57,50.57,36.72,63.28,93.64,6.36,0.0,1745,1384,368,155.72,51.8,103.92,66.74,4,10.0,2,0,2,86,12,40,4,36.25,3,1,28.54,27.76,33,33.83,25.3,18.48,17,5,75.13,184.9,86.4,0.45,90,22,105,Award Declaration,175,1,severe,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0365,P0365_S4,Telangana,Telangana_Dist_12,Highway,542.32,35.57,50.57,55.81,44.19,93.64,6.36,0.0,1745,1384,368,151.92,64.1,87.82,57.81,2,123.4,4,2,2,78,70,39,59,56.81,6,1,36.11,28.59,64,52.56,46.68,45.17,17,3,74.27,223.8,59.4,0.43,120,20,39,Award Declaration,228,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0365,P0365_S5,Telangana,Telangana_Dist_12,Highway,542.32,35.57,50.57,71.83,28.17,93.64,6.36,0.0,1745,1384,368,173.59,111.26,62.33,35.91,0,20.2,1,0,1,103,10,33,25,69.89,3,1,62.74,53.95,70,69.78,64.5,62.54,27,17,72.7,225.4,55.3,0.33,150,7,39,Joint Measurement,60,0,moderate,R&R Execution,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0366,P0366_S1,Uttar Pradesh,Uttar Pradesh_Dist_05,Water/Irrigation,149.58,25.9,53.3,5.0,95.0,84.5,15.5,0.0,660,768,289,24.46,1.02,23.44,95.83,8,29.6,5,2,3,60,41,18,20,25.07,1,1,0.0,0.0,13,0.0,0.0,0.0,26,16,59.34,131.3,63.7,0.35,30,17,115,Joint Measurement,410,1,critical,Statutory Approvals,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P0366,P0366_S2,Uttar Pradesh,Uttar Pradesh_Dist_05,Water/Irrigation,149.58,25.9,53.3,16.64,83.36,84.5,15.5,0.0,660,768,289,34.17,4.73,29.44,86.16,6,52.0,5,2,3,91,46,27,4,12.83,4,1,6.05,4.96,8,14.47,13.59,8.83,41,24,55.25,215.3,100.2,0.53,60,13,91,RR Execution,337,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0366,P0366_S3,Uttar Pradesh,Uttar Pradesh_Dist_05,Water/Irrigation,149.58,25.9,53.3,27.32,72.68,84.5,15.5,0.0,660,768,289,36.64,7.03,29.61,80.81,4,74.0,1,0,1,67,18,100,15,25.38,4,1,21.35,14.27,20,12.76,11.48,8.35,22,5,59.64,125.4,137.8,0.39,90,21,76,Joint Measurement,246,1,critical,Utility Shifting,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0366,P0366_S4,Uttar Pradesh,Uttar Pradesh_Dist_05,Water/Irrigation,149.58,25.9,53.3,46.13,53.87,84.5,15.5,0.0,660,768,289,39.79,15.23,24.56,61.72,2,93.6,4,1,3,66,13,53,114,49.67,1,1,38.35,33.82,31,36.72,35.72,29.78,21,5,64.22,145.9,45.8,0.32,120,26,32,RR Execution,319,1,critical,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0366,P0366_S5,Uttar Pradesh,Uttar Pradesh_Dist_05,Water/Irrigation,149.58,25.9,53.3,56.66,43.34,84.5,15.5,0.0,660,768,289,36.33,19.69,16.64,45.8,3,72.9,1,0,1,59,278,85,31,74.52,5,1,40.94,39.38,14,43.97,36.19,32.39,18,7,64.57,185.9,71.9,0.4,150,19,53,RR Execution,159,1,severe,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0367,P0367_S1,Uttar Pradesh,Uttar Pradesh_Dist_01,Industrial Corridor,108.24,40.91,77.97,5.96,94.04,56.59,43.41,0.0,1011,753,312,29.42,1.7,27.72,94.22,3,30.9,2,0,2,71,34,11,92,10.0,3,1,0.0,0.0,31,2.59,0.0,0.0,18,8,65.55,165.5,175.7,0.37,30,18,83,Pre-Notification,302,1,critical,Utility Shifting,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P0367,P0367_S2,Uttar Pradesh,Uttar Pradesh_Dist_01,Industrial Corridor,108.24,40.91,77.97,19.4,80.6,56.59,43.41,0.0,1011,753,312,25.0,4.82,20.18,80.72,1,87.6,5,2,3,41,20,163,16,30.59,1,1,13.81,8.06,39,14.57,9.54,2.56,25,9,78.1,141.3,94.1,0.21,60,25,79,Joint Measurement,302,1,critical,R&R Execution,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0367,P0367_S3,Uttar Pradesh,Uttar Pradesh_Dist_01,Industrial Corridor,108.24,40.91,77.97,33.52,66.48,56.59,43.41,0.0,1011,753,312,26.0,6.77,19.23,73.96,1,63.5,1,0,1,68,51,46,21,30.08,3,1,26.46,26.17,42,28.96,25.33,19.18,20,5,76.68,236.4,40.2,0.31,90,26,30,Pre-Notification,249,1,critical,Utility Shifting,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0367,P0367_S4,Uttar Pradesh,Uttar Pradesh_Dist_01,Industrial Corridor,108.24,40.91,77.97,50.08,49.92,56.59,43.41,0.0,1011,753,312,30.82,13.49,17.33,56.23,2,11.7,2,0,2,48,45,31,22,49.06,4,1,38.96,37.36,48,35.73,31.16,30.94,19,6,66.81,198.0,128.1,0.3,120,9,55,Award Declaration,232,1,critical,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0367,P0367_S5,Uttar Pradesh,Uttar Pradesh_Dist_01,Industrial Corridor,108.24,40.91,77.97,73.65,26.35,56.59,43.41,0.0,1011,753,312,34.04,21.44,12.6,37.02,1,60.4,3,1,2,65,22,10,72,92.75,2,1,65.18,61.85,13,65.88,61.02,60.1,20,12,72.58,205.4,90.3,0.29,150,6,87,Award Declaration,176,1,severe,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0368,P0368_S1,Telangana,Telangana_Dist_06,Water/Irrigation,363.6,102.84,222.68,26.85,73.15,68.64,31.36,0.0,2308,2228,424,58.1,13.86,44.24,76.14,2,0.5,0,0,0,25,4,46,21,30.51,1,1,9.4,7.07,81,19.93,19.35,12.46,19,8,83.46,182.0,93.8,0.5,30,22,38,Pre-Notification,78,0,moderate,R&R Execution,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P0368,P0368_S2,Telangana,Telangana_Dist_06,Water/Irrigation,363.6,102.84,222.68,45.74,54.26,68.64,31.36,0.0,2308,2228,424,110.94,40.9,70.04,63.13,1,6.9,1,0,1,24,24,59,0,58.02,1,1,28.3,25.79,68,41.68,31.94,30.38,19,6,95.0,225.7,83.5,0.43,60,19,47,Pre-Notification,47,0,moderate,Utility Shifting,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0368,P0368_S3,Telangana,Telangana_Dist_06,Water/Irrigation,363.6,102.84,222.68,60.86,39.14,68.64,31.36,0.0,2308,2228,424,94.63,47.27,47.36,50.05,3,30.1,1,0,1,31,14,21,0,72.56,1,1,45.12,37.32,89,51.75,46.41,41.24,16,10,85.14,183.7,82.0,0.35,90,12,39,Award Declaration,18,0,minor,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0368,P0368_S4,Telangana,Telangana_Dist_06,Water/Irrigation,363.6,102.84,222.68,67.22,32.78,68.64,31.36,0.0,2308,2228,424,107.91,72.22,35.69,33.07,0,19.4,0,0,0,14,71,41,8,77.88,2,1,57.86,56.98,58,58.28,51.73,48.4,19,7,82.44,154.6,81.6,0.49,120,7,94,Possession Handover,-30,0,on_time,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0368,P0368_S5,Telangana,Telangana_Dist_06,Water/Irrigation,363.6,102.84,222.68,85.09,14.91,68.64,31.36,0.0,2308,2228,424,77.07,65.4,11.67,15.14,0,6.3,3,1,2,26,11,51,24,89.89,1,1,76.52,70.32,78,76.49,73.98,70.42,10,6,82.73,172.6,76.9,0.39,150,21,94,Compensation Disbursement,49,0,moderate,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0369,P0369_S1,Uttar Pradesh,Uttar Pradesh_Dist_07,Highway,371.11,18.03,70.78,8.26,91.74,57.21,42.79,0.0,697,608,265,58.66,3.61,55.05,93.85,4,56.5,0,0,0,24,78,96,5,22.17,5,1,0.0,0.0,18,1.17,0.14,0.0,17,8,77.32,162.2,106.3,0.24,30,8,17,Compensation Disbursement,226,1,critical,Utility Shifting,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P0369,P0369_S2,Uttar Pradesh,Uttar Pradesh_Dist_07,Highway,371.11,18.03,70.78,23.61,76.39,57.21,42.79,0.0,697,608,265,113.88,22.23,91.65,80.48,1,68.6,1,0,1,34,58,27,11,15.46,1,1,14.24,10.75,26,8.66,3.59,0.0,24,8,71.0,196.7,143.7,0.33,60,25,79,Award Declaration,238,1,critical,Utility Shifting,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0369,P0369_S3,Uttar Pradesh,Uttar Pradesh_Dist_07,Highway,371.11,18.03,70.78,41.34,58.66,57.21,42.79,0.0,697,608,265,126.96,39.45,87.51,68.93,2,195.6,3,1,2,29,14,97,11,54.86,1,1,25.08,16.03,17,39.28,31.62,28.7,21,11,75.51,161.2,90.8,0.15,90,7,47,Compensation Disbursement,240,1,critical,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0369,P0369_S4,Uttar Pradesh,Uttar Pradesh_Dist_07,Highway,371.11,18.03,70.78,49.6,50.4,57.21,42.79,0.0,697,608,265,117.15,46.5,70.65,60.31,2,112.4,1,0,1,53,7,30,19,59.5,1,1,37.24,33.84,10,44.87,40.16,39.1,28,10,77.22,165.3,116.9,0.45,120,19,99,RR Execution,158,1,severe,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0369,P0369_S5,Uttar Pradesh,Uttar Pradesh_Dist_07,Highway,371.11,18.03,70.78,71.37,28.63,57.21,42.79,0.0,697,608,265,71.92,35.93,35.99,50.04,1,11.3,1,0,1,64,9,24,32,69.96,4,1,65.81,56.34,23,57.73,51.58,47.71,23,5,74.86,131.8,92.3,0.39,150,26,105,Joint Measurement,125,1,severe,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0370,P0370_S1,Gujarat,Gujarat_Dist_07,Highway,298.44,26.91,59.61,5.0,95.0,73.82,26.18,0.0,1636,1901,655,60.87,2.81,58.06,95.38,3,114.1,4,1,3,195,66,18,30,10.0,3,1,0.0,0.0,57,0.0,0.0,0.0,39,13,63.34,213.7,65.8,0.39,30,20,71,RR Execution,368,1,critical,Compensation Disbursement,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P0370,P0370_S2,Gujarat,Gujarat_Dist_07,Highway,298.44,26.91,59.61,13.14,86.86,73.82,26.18,0.0,1636,1901,655,73.22,9.06,64.16,87.63,4,98.2,1,0,1,309,43,35,13,26.81,1,1,7.45,1.3,35,8.95,3.43,1.2,18,10,60.39,205.3,91.2,0.21,60,26,101,Compensation Disbursement,278,1,critical,R&R Execution,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0370,P0370_S3,Gujarat,Gujarat_Dist_07,Highway,298.44,26.91,59.61,30.21,69.79,73.82,26.18,0.0,1636,1901,655,48.03,12.51,35.52,73.95,9,26.1,4,1,3,108,89,38,6,33.81,6,1,19.74,16.07,58,21.22,13.67,12.45,26,5,71.71,201.8,112.5,0.44,90,14,56,Joint Measurement,303,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0370,P0370_S4,Gujarat,Gujarat_Dist_07,Highway,298.44,26.91,59.61,46.79,53.21,73.82,26.18,0.0,1636,1901,655,88.33,36.06,52.27,59.18,2,32.6,5,2,3,233,17,24,1,40.32,0,1,36.72,28.4,32,36.55,32.15,27.76,29,6,71.06,100.9,122.7,0.23,120,9,33,Compensation Disbursement,310,1,critical,R&R Execution,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0370,P0370_S5,Gujarat,Gujarat_Dist_07,Highway,298.44,26.91,59.61,55.25,44.75,73.82,26.18,0.0,1636,1901,655,101.31,50.66,50.65,50.0,3,64.8,1,0,1,278,96,61,9,42.39,4,1,44.75,39.37,68,41.28,39.95,33.27,17,3,64.54,107.3,94.8,0.3,150,19,21,Possession Handover,203,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0371,P0371_S1,Andhra Pradesh,Andhra Pradesh_Dist_11,Highway,268.41,62.88,173.96,25.28,74.72,88.64,11.36,0.0,3018,2491,672,93.51,19.11,74.4,79.56,1,46.7,1,0,1,25,12,60,2,56.41,4,1,5.74,0.0,72,14.88,6.19,1.99,17,10,83.07,197.6,97.3,0.43,30,6,64,Joint Measurement,121,1,severe,R&R Execution,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P0371,P0371_S2,Andhra Pradesh,Andhra Pradesh_Dist_11,Highway,268.41,62.88,173.96,37.63,62.37,88.64,11.36,0.0,3018,2491,672,41.17,15.33,25.84,62.76,0,18.7,2,0,2,32,102,38,25,54.48,2,1,27.39,22.32,63,30.95,21.24,21.2,13,4,84.15,221.8,114.8,0.41,60,12,113,Compensation Disbursement,109,1,severe,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0371,P0371_S3,Andhra Pradesh,Andhra Pradesh_Dist_11,Highway,268.41,62.88,173.96,62.12,37.88,88.64,11.36,0.0,3018,2491,672,63.38,28.05,35.33,55.74,2,9.8,1,0,1,22,99,41,13,77.21,2,1,47.56,45.81,90,56.75,47.61,43.64,18,7,93.38,166.1,62.4,0.47,90,5,76,Joint Measurement,52,0,moderate,Utility Shifting,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0371,P0371_S4,Andhra Pradesh,Andhra Pradesh_Dist_11,Highway,268.41,62.88,173.96,70.47,29.53,88.64,11.36,0.0,3018,2491,672,43.13,26.91,16.22,37.61,1,71.7,0,0,0,27,3,14,33,85.98,1,1,60.98,52.39,122,58.37,55.15,54.36,17,7,85.85,124.8,113.2,0.16,120,22,30,Joint Measurement,32,0,moderate,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0371,P0371_S5,Andhra Pradesh,Andhra Pradesh_Dist_11,Highway,268.41,62.88,173.96,77.89,22.11,88.64,11.36,0.0,3018,2491,672,43.29,23.92,19.37,44.74,1,4.9,0,0,0,23,40,81,2,83.03,1,1,59.5,57.0,38,70.4,62.36,61.01,14,8,81.46,283.4,108.8,0.45,150,28,16,Pre-Notification,24,0,minor,Utility Shifting,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0372,P0372_S1,Bihar,Bihar_Dist_10,Highway,135.02,148.34,186.69,12.06,87.94,60.89,39.11,0.0,3433,2501,1179,25.09,2.43,22.66,90.31,3,26.4,0,0,0,113,26,71,20,10.96,6,1,0.0,0.0,167,0.0,0.0,0.0,14,8,75.89,209.6,51.0,0.41,30,14,84,Compensation Disbursement,264,1,critical,Statutory Approvals,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P0372,P0372_S2,Bihar,Bihar_Dist_10,Highway,135.02,148.34,186.69,27.13,72.87,60.89,39.11,0.0,3433,2501,1179,39.2,10.1,29.1,74.23,1,22.0,3,1,2,161,53,76,27,37.99,5,1,8.4,0.0,168,15.02,13.21,5.41,16,3,74.86,130.2,69.9,0.33,60,15,88,Pre-Notification,240,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0372,P0372_S3,Bihar,Bihar_Dist_10,Highway,135.02,148.34,186.69,45.84,54.16,60.89,39.11,0.0,3433,2501,1179,31.45,13.62,17.83,56.69,0,31.1,3,1,2,181,67,32,6,43.3,2,1,37.39,28.68,100,41.64,35.19,31.52,28,10,82.1,157.2,112.7,0.36,90,18,90,Compensation Disbursement,146,1,severe,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0372,P0372_S4,Bihar,Bihar_Dist_10,Highway,135.02,148.34,186.69,54.23,45.77,60.89,39.11,0.0,3433,2501,1179,34.94,18.07,16.87,48.28,0,35.2,0,0,0,73,19,9,28,70.95,1,1,48.43,41.21,94,49.34,46.82,45.63,14,7,80.54,180.6,97.8,0.36,120,16,21,Compensation Disbursement,63,0,moderate,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0372,P0372_S5,Bihar,Bihar_Dist_10,Highway,135.02,148.34,186.69,70.7,29.3,60.89,39.11,0.0,3433,2501,1179,24.9,14.98,9.92,39.84,1,61.5,1,0,1,145,23,3,40,80.44,2,1,57.43,56.89,87,60.01,50.63,43.84,18,4,73.83,143.2,138.3,0.4,150,13,104,Joint Measurement,63,0,moderate,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0373,P0373_S1,Karnataka,Karnataka_Dist_07,Water/Irrigation,337.11,20.77,38.25,31.49,68.51,77.64,22.36,0.0,725,528,196,110.79,31.3,79.49,71.75,1,31.4,1,0,1,3,10,71,29,33.76,3,1,13.71,11.94,30,17.42,15.74,7.74,12,3,95.0,194.6,73.0,0.38,30,26,48,RR Execution,107,1,severe,Legal Litigation,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P0373,P0373_S2,Karnataka,Karnataka_Dist_07,Water/Irrigation,337.11,20.77,38.25,49.92,50.08,77.64,22.36,0.0,725,528,196,61.19,26.64,34.55,56.46,0,12.2,2,1,1,4,3,29,10,53.62,2,1,31.24,24.56,26,46.18,42.28,36.18,16,10,93.96,175.7,39.4,0.34,60,15,55,Joint Measurement,95,1,severe,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0373,P0373_S3,Karnataka,Karnataka_Dist_07,Water/Irrigation,337.11,20.77,38.25,54.88,45.12,77.64,22.36,0.0,725,528,196,71.53,27.58,43.95,61.44,0,27.5,0,0,0,2,2,4,2,61.22,3,1,49.16,47.6,23,39.9,31.31,27.19,14,5,92.95,245.0,130.4,0.37,90,8,116,RR Execution,27,0,minor,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0373,P0373_S4,Karnataka,Karnataka_Dist_07,Water/Irrigation,337.11,20.77,38.25,74.19,25.81,77.64,22.36,0.0,725,528,196,116.33,84.3,32.03,27.53,0,51.9,0,0,0,7,21,33,74,82.16,1,1,61.26,53.1,29,64.36,62.8,59.55,9,2,91.01,103.2,88.0,0.31,120,8,19,Pre-Notification,-25,0,on_time,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0373,P0373_S5,Karnataka,Karnataka_Dist_07,Water/Irrigation,337.11,20.77,38.25,81.26,18.74,77.64,22.36,0.0,725,528,196,93.14,58.19,34.95,37.52,1,13.8,0,0,0,6,15,73,19,92.57,2,1,74.73,72.84,26,69.8,63.49,60.79,14,7,89.96,150.6,109.4,0.15,150,21,114,Joint Measurement,-16,0,on_time,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0374,P0374_S1,Andhra Pradesh,Andhra Pradesh_Dist_01,Railway,601.54,23.98,46.67,7.68,92.32,53.91,46.09,0.0,1240,1158,536,92.02,6.2,85.82,93.26,6,15.2,4,1,3,126,41,92,8,15.83,2,1,1.55,0.66,22,3.26,2.68,0.0,25,10,64.73,109.4,106.6,0.17,30,8,111,Award Declaration,257,1,critical,Statutory Approvals,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
